sequence,v115@9gA8IeB8HeD8FeE8OeUAJvhFamBzhB5nB9tBzrBOtB,v115@9gA8IeB8HeD8FeE8OeUAJvhFRhBGjBTmBXsBTtBlsB,v115@9gA8IeB8HeD8FeE8OeFAJvhFxhBTjBUmBXsBTtBGsB,v115@9gA8IeB8HeD8FeE8OeUAJvhFFhBXiBTjBxrBTtBSxB,v115@9gA8IeB8HeD8FeE8OeRAJvhFtmBTjBmlBXsBTtB6sB,v115@9gA8IeB8HeD8FeE8OeFAJvhFXhBTjBxrBTtB8rB+sB,v115@9gA8IeB8HeD8FeE8OeFAJvhFXhB5nBTjBmrBTtB8rB,v115@9gA8IeB8HeD8FeE8OeUAJvhFamBRiBGnBzrBXtB9tB,v115@9gA8IeB8HeD8FeE8OeRAJvhFzhB6oBmlBzrBUtBtsB,v115@9gA8IeB8HeD8FeE8OeRAJvhFXiBTjBmlB9sBqrBTtB,v115@9gA8IeB8HeD8FeE8OeUAJvhFTjBimB9sBGmBTtBXsB,v115@9gA8IeB8HeD8FeE8OeUAJvhFGhBTjB/rBNsBTtB6sB,v115@9gA8IeB8HeD8FeE8OeUAJvhFamBumBTjBXsBTtB9sB,v115@9gA8IeB8HeD8FeE8OeUAJvhFTjBxmBFmBXnBSxBTtB,v115@9gA8IeB8HeD8FeE8OeUAJvhFamBRnB9tBGnBzrBXtB,v115@9gA8IeB8HeD8FeE8OeUAJvhFRhBtnBTmBesBXtB6tB,v115@9gA8IeB8HeD8FeE8OeUAJvhFamBXjBzmB9tBGnBRxB,v115@9gA8IeB8HeD8FeE8OeUAJvhFamBXjB+tBRsBtrBTsB,v115@9gA8IeB8HeD8FeE8OeUAJvhFRhBSnB/rB9tBTsBOtB
OSTIJZO,X,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,O
OSTIJOL,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,O
OSTIJOZ,X,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,O
OSTIZLJ,O,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X,O
OSTIZLO,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
OSTIZJL,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O
OSTIZJO,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O
OSTIZOL,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
OSTIZOJ,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O
OSTIOLJ,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
OSTIOLZ,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
OSTIOJL,X,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,O
OSTIOJZ,X,O,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,O
OSTIOZL,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
OSTIOZJ,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O
OSTLIJZ,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
OSTLIJO,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
OSTLIZJ,O,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X,O
OSTLIZO,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
OSTLIOJ,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
OSTLIOZ,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
OSTLJIZ,X,X,X,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X,O
OSTLJIO,X,X,X,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X,O
OSTLJZI,X,X,X,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X,O
OSTLJZO,X,X,X,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X,O
OSTLJOI,X,X,X,X,O,X,X,O,X,O,X,O,O,X,X,X,X,X,O
OSTLJOZ,X,X,X,X,O,X,X,O,X,O,X,O,O,X,X,X,X,X,O
OSTLZIJ,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,O
OSTLZIO,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
OSTLZJI,X,X,O,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,O
OSTLZJO,X,X,O,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,O
OSTLZOI,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
OSTLZOJ,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O
OSTLOIJ,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
OSTLOIZ,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
OSTLOJI,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,O
OSTLOJZ,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,O
OSTLOZI,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
OSTLOZJ,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O
OSTJILZ,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,O
OSTJILO,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,O
OSTJIZL,X,X,X,X,O,O,O,X,X,X,X,O,X,X,X,O,X,X,O
OSTJIZO,X,X,X,X,O,O,O,X,X,X,X,O,X,X,X,O,X,X,O
OSTJIOL,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,O,X,X,O
OSTJIOZ,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,O,X,X,O
OSTJLIZ,X,X,X,X,O,X,X,O,X,X,X,O,O,X,X,O,X,X,O
OSTJLIO,X,X,X,X,O,X,X,O,X,X,X,O,O,X,X,O,X,X,O
OSTJLZI,X,X,X,X,O,X,X,O,X,X,X,O,O,X,X,O,X,X,O
OSTJLZO,X,X,X,X,O,X,X,O,X,X,X,O,O,X,X,O,X,X,O
OSTJLOI,X,X,X,X,O,X,X,O,X,O,X,O,O,X,X,O,X,X,O
OSTJLOZ,X,X,X,X,O,X,X,O,X,O,X,O,O,X,X,O,X,X,O
OSTJZIL,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,O
OSTJZIO,X,O,O,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,O
OSTJZLI,X,X,O,X,O,X,X,O,X,X,X,O,O,X,X,O,X,X,O
OSTJZLO,X,X,O,X,O,X,X,O,X,X,X,O,O,X,X,O,X,X,O
OSTJZOI,X,O,O,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,O
OSTJZOL,X,X,O,X,O,X,X,X,X,O,X,O,X,X,X,O,X,X,O
OSTJOIL,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,O,X,X,O
OSTJOIZ,X,O,X,X,O,X,O,X,X,X,X,O,X,X,X,O,X,X,O
OSTJOLI,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,O,X,X,O
OSTJOLZ,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,O,X,X,O
OSTJOZI,X,O,O,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,O
OSTJOZL,X,X,O,X,O,X,X,X,X,O,X,O,X,X,X,O,X,X,O
OSTZILJ,O,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X,O
OSTZILO,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
OSTZIJL,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O
OSTZIJO,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O
OSTZIOL,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
OSTZIOJ,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O
OSTZLIJ,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,O
OSTZLIO,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
OSTZLJI,X,X,O,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,O
OSTZLJO,X,X,O,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,O
OSTZLOI,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
OSTZLOJ,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O
OSTZJIL,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,O
OSTZJIO,X,O,O,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,O
OSTZJLI,X,X,O,X,O,X,X,O,X,X,X,O,O,X,X,O,X,X,O
OSTZJLO,X,X,O,X,O,X,X,O,X,X,X,O,O,X,X,O,X,X,O
OSTZJOI,X,O,O,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,O
OSTZJOL,X,X,O,X,O,X,X,X,X,O,X,O,X,X,X,O,X,X,O
OSTZOIL,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
OSTZOIJ,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
OSTZOLI,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
OSTZOLJ,X,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O
OSTZOJI,X,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O
OSTZOJL,X,O,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,O
OSTOILJ,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
OSTOILZ,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
OSTOIJL,X,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,O
OSTOIJZ,X,O,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,O
OSTOIZL,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
OSTOIZJ,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O
OSTOLIJ,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
OSTOLIZ,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
OSTOLJI,X,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,O
OSTOLJZ,X,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,O
OSTOLZI,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
OSTOLZJ,X,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O
OSTOJIL,X,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,O
OSTOJIZ,X,O,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,O
OSTOJLI,X,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,O
OSTOJLZ,X,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,O
OSTOJZI,X,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O
OSTOJZL,X,O,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,O
OSTOZIL,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
OSTOZIJ,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
OSTOZLI,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
OSTOZLJ,X,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O
OSTOZJI,X,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O
OSTOZJL,X,O,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,O
OSITLJZ,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
OSITLJO,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
OSITLZJ,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O
OSITLZO,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
OSITLOJ,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
OSITLOZ,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
OSITJLZ,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O
OSITJLO,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O
OSITJZL,X,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,O
OSITJZO,X,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,O
OSITJOL,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O
OSITJOZ,X,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,O
OSITZLJ,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O
OSITZLO,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
OSITZJL,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O
OSITZJO,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O
OSITZOL,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
OSITZOJ,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O
OSITOLJ,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
OSITOLZ,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
OSITOJL,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O
OSITOJZ,X,O,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,O
OSITOZL,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
OSITOZJ,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O
OSILTJZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OSILTJO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OSILTZJ,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
OSILTZO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OSILTOJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OSILTOZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OSILJTZ,X,X,X,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,O
OSILJTO,X,X,X,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,O
OSILJZT,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O
OSILJZO,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OSILJOT,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OSILJOZ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OSILZTJ,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
OSILZTO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OSILZJT,X,X,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,O
OSILZJO,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OSILZOT,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OSILZOJ,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OSILOTJ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OSILOTZ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OSILOJT,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OSILOJZ,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OSILOZT,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OSILOZJ,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OSIJTLZ,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,O
OSIJTLO,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,O
OSIJTZL,X,X,X,X,O,O,O,X,X,X,X,O,X,X,X,O,X,X,O
OSIJTZO,X,X,X,X,O,O,O,X,X,X,X,O,X,X,X,O,X,X,O
OSIJTOL,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,O
OSIJTOZ,X,X,X,X,O,O,O,X,X,X,X,O,X,X,X,O,X,X,O
OSIJLTZ,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X,O
OSIJLTO,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X,O
OSIJLZT,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X,O
OSIJLZO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OSIJLOT,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OSIJLOZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OSIJZTL,X,X,X,X,O,O,O,X,X,X,X,O,X,X,X,O,X,X,O
OSIJZTO,X,O,X,X,O,O,O,X,X,X,X,O,X,X,X,O,X,X,O
OSIJZLT,X,X,X,X,X,O,O,O,X,X,X,X,O,X,X,O,X,X,O
OSIJZLO,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OSIJZOT,X,O,X,X,O,O,O,X,X,X,X,O,X,X,X,O,X,X,X
OSIJZOL,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OSIJOTL,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X
OSIJOTZ,X,O,X,X,O,O,O,X,X,X,X,O,X,X,X,O,X,X,X
OSIJOLT,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OSIJOLZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OSIJOZT,X,O,X,X,O,O,O,X,X,X,X,O,X,X,X,O,X,X,X
OSIJOZL,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OSIZTLJ,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O
OSIZTLO,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
OSIZTJL,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O
OSIZTJO,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O
OSIZTOL,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
OSIZTOJ,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O
OSIZLTJ,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
OSIZLTO,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OSIZLJT,X,X,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,O
OSIZLJO,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OSIZLOT,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OSIZLOJ,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OSIZJTL,X,X,O,X,O,O,X,X,X,X,X,O,X,X,X,O,X,X,O
OSIZJTO,X,O,O,X,O,O,X,X,X,X,X,O,X,X,X,O,X,X,O
OSIZJLT,X,X,O,X,X,O,X,O,X,X,X,X,O,X,X,O,X,X,O
OSIZJLO,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OSIZJOT,X,O,O,X,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X
OSIZJOL,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OSIZOTL,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
OSIZOTJ,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O
OSIZOLT,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OSIZOLJ,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OSIZOJT,X,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
OSIZOJL,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OSIOTLJ,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
OSIOTLZ,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
OSIOTJL,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O
OSIOTJZ,X,O,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,O
OSIOTZL,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
OSIOTZJ,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O
OSIOLTJ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OSIOLTZ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OSIOLJT,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OSIOLJZ,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OSIOLZT,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OSIOLZJ,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OSIOJTL,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OSIOJTZ,X,O,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
OSIOJLT,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OSIOJLZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OSIOJZT,X,O,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
OSIOJZL,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OSIOZTL,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
OSIOZTJ,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O
OSIOZLT,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OSIOZLJ,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OSIOZJT,X,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
OSIOZJL,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OSLTIJZ,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
OSLTIJO,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
OSLTIZJ,O,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X,O
OSLTIZO,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
OSLTIOJ,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
OSLTIOZ,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
OSLTJIZ,X,X,X,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X,O
OSLTJIO,X,X,X,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X,O
OSLTJZI,X,X,X,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X,O
OSLTJZO,X,X,X,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X,O
OSLTJOI,X,X,X,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X,O
OSLTJOZ,X,X,X,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X,O
OSLTZIJ,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,O
OSLTZIO,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
OSLTZJI,X,X,O,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,O
OSLTZJO,X,X,O,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,O
OSLTZOI,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
OSLTZOJ,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
OSLTOIJ,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
OSLTOIZ,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
OSLTOJI,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O
OSLTOJZ,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O
OSLTOZI,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
OSLTOZJ,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
OSLITJZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OSLITJO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OSLITZJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
OSLITZO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OSLITOJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OSLITOZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OSLIJTZ,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,O
OSLIJTO,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,O
OSLIJZT,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O
OSLIJZO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OSLIJOT,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OSLIJOZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OSLIZTJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
OSLIZTO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OSLIZJT,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,O
OSLIZJO,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OSLIZOT,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O
OSLIZOJ,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OSLIOTJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OSLIOTZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OSLIOJT,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OSLIOJZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OSLIOZT,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O
OSLIOZJ,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OSLJTIZ,X,X,X,X,O,X,X,O,X,X,X,O,O,X,X,O,X,X,O
OSLJTIO,X,X,X,X,O,X,X,O,X,X,X,O,O,X,X,O,X,X,O
OSLJTZI,X,X,X,X,O,X,X,O,X,X,X,O,O,X,X,O,X,X,O
OSLJTZO,X,X,X,X,O,X,X,O,X,X,X,O,O,X,X,O,X,X,O
OSLJTOI,X,X,X,X,O,X,X,O,X,X,X,O,O,X,X,O,X,X,O
